,user,text,created_at,retweet_count,reply_count,like_count,quote_count
2614,Galo,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:29:17+00:00,63,0,0,0
2615,rainha kit kat,"RT @CUT_Brasil: Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais…",2022-04-01 16:28:48+00:00,16,0,0,0
2616,tets,"RT @galodeluta: A @ifood deu o aumento da taxa hoje de 1,50 por km mais promoção de 3 reais por entrega até às 13:59 e os entregadores pref…",2022-04-01 16:28:40+00:00,141,0,0,0
2617,"Bruna ou Vitória pra mim tanto faz, é composto.","RT @alldoido: Vamos aderir, galera! Não façam pedidos hoje!
Abram o iFood na Play Store e atualizem a review pra 1 estrela!! Todo apoio ao…",2022-04-01 16:28:40+00:00,16,0,0,0
2618,Narradora Cômica 💃🏾🎲✨,"RT @CUT_Brasil: Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais…",2022-04-01 16:28:19+00:00,16,0,0,0
2619,Alguém ficou sabendo!,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:28:15+00:00,22,0,0,0
2620,May,"RT @CUT_Brasil: Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais…",2022-04-01 16:28:03+00:00,16,0,0,0
2621,{ Thais Nunes },"RT @medeiroos99: Mania feia desses homens de hoje em dia “vem me ver” “vem aqui em casa” ih vai pro caralho, delivery so no ifood meu parce…",2022-04-01 16:27:54+00:00,5158,0,0,0
2622,-,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:27:48+00:00,63,0,0,0
2623,Alina,"#ApagaoDosApps sextouu galera, quer pedir algo em casa? Pede direto pelo perfil ou whats do bagulho pô, eu sempre que preciso entro no app pra ver algo por perto, procuro no google o perfil e de quebra faço meu pedido com algum desconto, porque normalmente no ifood é mais caro... https://t.co/LqrU8fxPdb",2022-04-01 16:27:35+00:00,0,0,0,0
2624,#Anames#EuDefendoOSUS🚩🚩🚩 🚩🚩🚩🚩,RT @1Entediado: Empresas como uber/99/ifood estão fazendo as pessoas terem que passar dos seus limites para conseguirem pagar as contas no…,2022-04-01 16:27:27+00:00,71,0,0,0
2625,Mateus Mattos,"RT @pedrovisky: @thiagotom @iFood Sério? Não fiquei sabendo de nada pra hoje em BSB. Se tem greve de entregador, eu já estou automaticament…",2022-04-01 16:27:13+00:00,1,0,0,0
2626,Pedro Araujo 😷💉,"Moro numa cidade pequena e perto do centro 

Ai vou abrir o ifood e querem cobrar 10 reais na entrega TA ME TIRANDO??? 2KM VALE 10 REAIS??? 

ah pronto",2022-04-01 16:27:03+00:00,0,0,0,0
2627,lucia,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:26:55+00:00,63,0,0,0
2628,marcelo lisboa,hoje um colega de trabalho me mandou créditos no ifood pq ajudei ele essa semana 🥺,2022-04-01 16:26:49+00:00,0,1,0,0
2629,psyduck,"o que eu tô trabalhando hoje com essa greve do Ifood, meu deus",2022-04-01 16:26:47+00:00,0,0,0,0
2630,Thata✨,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:26:31+00:00,22,0,0,0
2631,Ares,RT @jmlisb: Hoje é dia de #ApagaoDosApps rapazeada! Fortaleçam a luta dos trabalhadores. Não façam pedidos pela iFood ou outro app de deliv…,2022-04-01 16:26:03+00:00,1,0,0,0
2632,Couve Flor,"@SlyCorbie @iFood Cara que merda, to precisando de atendimento do suporte e pelo visto vou me foder https://t.co/vhPTc0Ajzw",2022-04-01 16:25:58+00:00,0,1,1,0
2633,Bruna Karoline Cavalcanti 💅🏼,"RT @alldoido: Vamos aderir, galera! Não façam pedidos hoje!
Abram o iFood na Play Store e atualizem a review pra 1 estrela!! Todo apoio ao…",2022-04-01 16:25:53+00:00,16,0,0,0
2634,vivi,"@thiagotom @iFood Sério? Não fiquei sabendo de nada pra hoje em BSB. Se tem greve de entregador, eu já estou automaticamente ao lado dos entregadores. Mas os problemas com ifood têm sido crescentes esse ano. Bugs no app, fretes e preços cada vez mais insanos, muitas falhas de entrega e suporte. 😕",2022-04-01 16:25:48+00:00,1,0,2,0
2635,Elma Almeida,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:25:25+00:00,22,0,0,0
2636,Vandershow,Hoje é dia de #ApagaoDosApps rapazeada! Fortaleçam a luta dos trabalhadores. Não façam pedidos pela iFood ou outro app de delivery!!! Compartilhem a # e deem avaliação baixa para os apps cobrando melhores condições pros entregadores! Sigam @galodeluta,2022-04-01 16:25:21+00:00,1,0,2,0
2637,Luazito,"RT @alldoido: Vamos aderir, galera! Não façam pedidos hoje!
Abram o iFood na Play Store e atualizem a review pra 1 estrela!! Todo apoio ao…",2022-04-01 16:25:07+00:00,16,0,0,0
2638,Arandi,"pedi almoço no iFood cheia de medo e a comida veio mto boa, glória a Deus!!🙌🏼",2022-04-01 16:24:50+00:00,0,0,0,0
2639,geminiana 🇺🇦✊🏻,"@nicolassffc @Claudioleonel97 Isso mesmo, pura burrice! Não precisa ter ensino completo para ser entregador no ifood, assim como não precisa ser muito inteligente para leva o Xtudo até a mesa do cliente.",2022-04-01 16:24:43+00:00,0,0,0,0
2640,Luiz Roberto De Souza,RT @infernodetupi: O Ifood aumentando a grana q a rapaziada vai receber se trabalhar até às 14h pra melar o #apagaodosapps. Que podridão pq…,2022-04-01 16:24:19+00:00,16,0,0,0
2641,ge,RT @1Entediado: Empresas como uber/99/ifood estão fazendo as pessoas terem que passar dos seus limites para conseguirem pagar as contas no…,2022-04-01 16:24:19+00:00,71,0,0,0
2642,Raquel Luxemburgo,Mh mãe pediu iFood e mandou entregar aq em casa 😋,2022-04-01 16:24:18+00:00,0,0,0,0
2643,dri.abrito,"RT @galodeluta: A @ifood deu o aumento da taxa hoje de 1,50 por km mais promoção de 3 reais por entrega até às 13:59 e os entregadores pref…",2022-04-01 16:24:16+00:00,141,0,0,0
2644,Gotin,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:24:16+00:00,63,0,0,0
2645,Bruna Bataglia | alienigena aqui 🤖👽,"@habibsoficial @iFood Duas semanas e nada resolvido, desserviço ao cliente",2022-04-01 16:23:56+00:00,0,1,0,0
2646,"segundo nome, estagiário","RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:23:42+00:00,22,0,0,0
2647,𝔹𝕚𝕖𝕝 ℕ𝕖𝕧𝕖𝕤,"RT @ojoioeotrigo: 1. Não peça comida no @iFood ou na @RappiBrasil 

Busque a comida sozinho. Ou melhor, cozinhe em casa mesmo 🥦🍆🌽",2022-04-01 16:23:24+00:00,2,0,0,0
2648,dri.abrito,"@gakim0 @iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:21:38+00:00,0,0,0,0
2649,Leila Argollo Lula da Silva,"@iFood @dougnappa @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:21:23+00:00,0,0,0,0
2650,Tom,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:21:16+00:00,0,0,0,0
2651,Gabriel Fernandes 🇧🇷🇧🇷🇧🇷,"@LittleMous3 @iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:21:11+00:00,0,0,0,0
2652,Geo França,"RT @CUT_Brasil: Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, G…",2022-04-01 16:21:11+00:00,22,0,0,0
2653,Henrique☭,"@pedrovisky @iFood Hoje é dia da greve dos motoboys, né? Isso não tá influenciando? Eu vim comer na rua pq sabia q seria uma zona hj",2022-04-01 16:21:08+00:00,0,1,0,0
2654,ana,@taliriapetrone hahahahahahha... vou pedir um ifood hoje só de pirraça!,2022-04-01 16:21:06+00:00,0,0,0,0
2655,egirl rabuda,"@jottakrtcdd @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:21:02+00:00,0,0,0,0
2656,Ryan1000grau🍑,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:48+00:00,0,0,0,0
2657,libe,"RT @verapstu: ✊Apoie o @galodeluta e todos os entregadores neste #apagaodosapps! 

💰O @Uber  e @iFood lucram muito usando a tecnologia para…",2022-04-01 16:20:45+00:00,13,0,0,0
2658,risto,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:42+00:00,0,0,0,0
2659,Hellen,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:37+00:00,0,0,0,0
2660,Gabriel Nóbrega de Souza,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:20:37+00:00,63,0,0,0
2661,JoJo 🇵🇸 ~,Paguei 5 reais num x tudo pro almoço obrigada ifood 🙏🏽,2022-04-01 16:20:37+00:00,0,1,3,0
2662,Muḥammad ibn Mūsā al-Khwārizmī,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:33+00:00,0,0,0,0
2663,Marc Spector,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:28+00:00,0,0,0,0
2664,Avelar🇧🇷🇧🇷🇧🇷 Projeto nacional.,duvido alguém me mandar um bolo por ifood,2022-04-01 16:20:27+00:00,0,2,1,0
2665,CUT Brasil,"O @iFood me roubou quase 70 reais, e eles não fazem nada!! Que ódio",2022-04-01 16:20:23+00:00,0,0,0,0
2666,Adriano Santos 👨‍🏫 💻,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:22+00:00,0,0,0,0
2667,ky,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:17+00:00,0,0,0,0
2668,Aleister Carlos,"@iFood @thaisbraz @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:20:10+00:00,0,0,0,0
2669,w.,"Os motora do ifood de greve, a outra querendo promoção e com frete grátis ainda 🤣🤣🤣🤣🤣🤣🤣 confia",2022-04-01 16:19:55+00:00,0,2,2,0
2670,Sra Marocas ⚓,"aê porra
avalia mal o ifood aí 
desinstala o aplicativo
se mobiliza, 
se posiciona, 
é pelos nossos
#ApagaoDosApps",2022-04-01 16:19:50+00:00,0,0,0,0
2671,Galo,odeio pedir comida pelo ifood demora demais,2022-04-01 16:19:44+00:00,0,0,1,0
2672,Aislan,"@iFood @GilDoVigor @PepitaOfc @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:19:43+00:00,0,0,0,0
2673,lele,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:19:37+00:00,0,0,0,0
2674,gatinho bebeno cloro,"@galodeluta @iFood São Paulo é mó mamata, aí todo dia tem promoção nos outros lugares pode literalmente estar caindo o mundo, como ocorreu quarta a noite aqui no Guarujá, que eles não dão nem 1 real a mais. Tem que parar tudo!",2022-04-01 16:19:27+00:00,0,1,3,0
2675,o presidente é vagabundo,"@elisrush @iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:19:24+00:00,0,0,0,0
2676,plancton,"RT @alldoido: Vamos aderir, galera! Não façam pedidos hoje!
Abram o iFood na Play Store e atualizem a review pra 1 estrela!! Todo apoio ao…",2022-04-01 16:19:19+00:00,16,0,0,0
2677,Júlio César de Brito Gardona,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:19:18+00:00,63,0,0,0
2678,Enzo Gomez,"@helenaerafael @mazzeitoy @iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:19:17+00:00,0,1,0,0
2679,Maria Chiaretti,@iFood eu só gostaria que vocês me respondessem no app e resolvessem o problema,2022-04-01 16:19:12+00:00,0,1,0,0
2680,Elma Almeida,"RT @alldoido: Vamos aderir, galera! Não façam pedidos hoje!
Abram o iFood na Play Store e atualizem a review pra 1 estrela!! Todo apoio ao…",2022-04-01 16:19:11+00:00,16,0,0,0
2681,Subversivo 092,"@mazzeitoy @iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:19:07+00:00,0,0,0,0
2682,BeaStrufaldi,"Paralisação dos trabalhadores e trabalhadoras em Apps. 'Breque dos Apps' e 'Apagão dos Apps' 
#apagaodosapps 

Saiba mais ➡️ https://t.co/xUt6HRJ8S9 https://t.co/UTzvKuXd5A",2022-04-01 16:19:05+00:00,16,2,31,2
2683,Arthur 🧜‍♀️,@loboweissmann Não a toa que esse já é o segundo apagão dos entregadores. Até mesmo as gorjetas o ifood não tem passado para os entregadores. É empresa que só visa o lucro sem preocupar com a cadeia e a economia local. Tudo que ela fala é mentira.,2022-04-01 16:19:04+00:00,0,1,0,0
2684,Jeraro,"Entregadores e motoristas que prestam serviços para o iFood, Rappi, Uber e 99 em São Paulo, Rio de Janeiro, Minas Gerais, Goiás e Rondônia realizam nesta sexta-feira (1º) mais uma  manifestação por melhores condições de trabalho e renda. #ApagãoDosApps 

Arte: Divulgação https://t.co/MmVGqDb8eK",2022-04-01 16:18:59+00:00,22,1,57,2
2685,maxias,"@vspnog @iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:18:57+00:00,0,0,0,0
2686,Camarada Zé Polvinho ☭ 🇵🇸🇨🇺🇻🇳🇨🇳🇻🇪🇰🇵,impossível pedir algo do ifood em volta redonda,2022-04-01 16:18:54+00:00,0,0,0,0
2687,Couve Flor,Só não vale pagar de Causa Operária e pedir iFood no dia de greve #BrequeDosAPPs,2022-04-01 16:18:46+00:00,0,0,2,0
2688,Tavos Silva 🇵🇸,"@iFood @iFood Fiz um pedido d strogonoff q dizia ter 250gramas de estrogonoff. Qnd veio, devido ao pouco volume pesei havia 85gr d carne d frango e c o molho e o cogumelo o total era 175gr.
Tentei ajuda no ifood pelo app q n fiscaliza o q se vende p sua plataforma einforma que sente mto",2022-04-01 16:18:40+00:00,0,0,0,0
2689,LA COMBI RENNER,"acabei de pedir um japa no ifood, tava morrendo de vontade 😋",2022-04-01 16:18:20+00:00,0,0,0,0
2690,Ernesto Rezende,Alguem manda entregar um ifood aqui pra eu ver uma coisa,2022-04-01 16:18:04+00:00,0,0,0,0
2691,J JOTA,"RT @alldoido: Vamos aderir, galera! Não façam pedidos hoje!
Abram o iFood na Play Store e atualizem a review pra 1 estrela!! Todo apoio ao…",2022-04-01 16:17:58+00:00,16,0,0,0
2692,"Bambi, o furão",@loboweissmann O ifood é predatório aqui no Brasil já. Acumulou tanto dinheiro com mídia e lobby de influência que é impossível outra empresa fazer frente. Só o estado ajudando. Grupos que dominam o ifood nos vêem como um mercado consumidor com mão de obra escrava.,2022-04-01 16:17:57+00:00,0,1,0,0
2693,Meireles,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:17:49+00:00,63,0,0,0
2694,Pedro Araujo 😷💉,o ifood passou o meu almoço sem querer pelo cartão d débito cadastrado do meu tio( q morreu,2022-04-01 16:17:49+00:00,0,2,0,0
2695,mari e as tramontinas,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:17:45+00:00,63,0,0,0
2696,Vanessa Tenório da Silva,RT @galodeluta: Tamo aqui na raça 10 viro 20 e 20 vai vira 40 mesmo a ifood colocando promoção #ApagaoDosApps https://t.co/fK6e9jsqYj,2022-04-01 16:17:44+00:00,63,0,0,0
2697,Dan-i 💮,Gastei um bilhao de reais em barras de ouro pedindo um almoco no ifood achando que ia ser mais rapido faz mais de uma hora e nada ate agora vou ficar sem almoco tem que acabar eu mesma e os aplicativos,2022-04-01 16:17:35+00:00,0,1,3,0
