,tweet_id,Usuário,Publicação,Data,Compartilhamentos,Comentários,Likes,Citações,Sentimento
894,1546301926240911361,?!,tô segurando muito pra não pedir nada no ifood sério jkkkkkkkkkkkk,2022-07-11 01:14:42+00:00,0,1,0,0,neg
895,1546301918271754240,vito israel 🐯,restaurantes atendam por zap goomer é muito ruim! entendo não estarem no ifood justo é ruim demais ter que fazer cadastro sempre 🥲,2022-07-11 01:14:40+00:00,1,2,8,0,neg
896,1546301902765309953,tatah,tô me segurando pra não pedir uma yakisoba no ifood drx,2022-07-11 01:14:37+00:00,0,0,0,0,pos
897,1546301540599795714,rafinha 🦅,uma pizza de pedaços de ouro branco nada mais me abala nesse mundo eu te amo ifood eu te amo,2022-07-11 01:13:10+00:00,0,3,1,0,pos
898,1546301378624192512,JUJUBA 🍬 JULIANO77,ifood você tem cupons! 😍 bora usar? regras ter nascido entre e estar em jejum; mamar o entregador; fazer o pedido às h da manhã numa encruzilhada; https t co lef wux xu,2022-07-11 01:12:32+00:00,1,3,69,0,pos
899,1546301305685262336,isa,o evento de entregador do ifood https t co phcqjuayu,2022-07-11 01:12:14+00:00,0,0,0,0,pos
900,1546301195693719552,mirian,começando a semana derrotada com o ifood q tá atrasado enquanto eu sofro de fome,2022-07-11 01:11:48+00:00,0,0,0,0,pos
901,1546301057596362754,Mateus Santos,ifood ta de brincadeira cmg hoje só pode,2022-07-11 01:11:15+00:00,0,0,0,0,pos
902,1546301049962635266,Arielly Roberta,@ifood oooh ifood!! vcs não devolveram mais de reais da minha mãe e semana passada pegaram reais meus! quero meu dinheiro de volta e ninguém resolve nada não tem onde contatar vocês sacanagem!!!!!! acham que somos palhaços! pelo amor de deus!,2022-07-11 01:11:13+00:00,0,0,0,0,neg
903,1546300897701109760,laura caixao do the sims 1,jamais peço em loja do ifood nova sem avaliação,2022-07-11 01:10:37+00:00,0,0,0,0,pos
904,1546300776842235905,martinelly888✨,eu e ele fazendo a festa com os cupom do do ifood 😂,2022-07-11 01:10:08+00:00,1,0,0,0,pos
905,1546300399807782913,Gustavo / LULA2022,odeio essa fome que bate após às h pq nunca é fome do que tenho na geladeira aí lá vou eu pro ifood,2022-07-11 01:08:38+00:00,0,0,2,0,neg
906,1546300350160076800,Daniel R.C.,@johnnybrito @ifood ja rolou comigo e foi a mesma coisa… ifood é bem ruim mano!,2022-07-11 01:08:27+00:00,0,0,1,0,neg
907,1546300346905120768,Maluca,ifood vai banca meu x picanha hj,2022-07-11 01:08:26+00:00,0,0,1,0,pos
908,1546300271151792128,Henrique,eu preciso desinstalar o ifood do meu celular urgente,2022-07-11 01:08:08+00:00,0,0,0,0,pos
909,1546300112204333057,BOCA DE 09 CARTAO CLONADO,@belleissues 🚨cansado de comprar e não receber? vem comigo consultavel para compras na net e virada de saldo e as unidades apenas para compras na net shein ifood americanas uber entre outros tenho referencias 💳,2022-07-11 01:07:30+00:00,0,0,0,0,pos
910,1546300076049440768,renan???,@cabaredachuu nao mo o gostoso é comer em restaurante ifood so presta pra pizza e lanche,2022-07-11 01:07:21+00:00,0,0,0,0,neg
911,1546299832469540866,Biro,@kerplunk é pq aqui onde minha mãe mora é interior amiga kkkkkkai tudo pertinho e não tem ifood 🤣,2022-07-11 01:06:23+00:00,0,1,1,0,pos
912,1546299661694210049,joão uliana in chromatica,deus que me segure de não pedir um doce no ifood,2022-07-11 01:05:42+00:00,0,0,0,0,pos
913,1546299649371344896,Itachi,@gabrilamorim ifood interessado na contratação do luan,2022-07-11 01:05:39+00:00,0,0,0,0,pos
915,1546299370995433474,sabrina,gastando todo meu dinheiro com ifood pq tenho nojo de comer com os pratos e garfos q eles deixam no apartamento 🥲,2022-07-11 01:04:33+00:00,0,0,0,0,neg
916,1546299321364189185,crybaby,garota morre de fome devido a demora do ifood,2022-07-11 01:04:21+00:00,0,1,1,0,pos
917,1546299062244319240,ed,toda vez q eu peço alguma coisa no ifood com meu pai o bagulho atrasa,2022-07-11 01:03:19+00:00,0,0,0,0,pos
918,1546298857520353280,Maria Claudia ✨,sempre compro cupons no ifood dias para expirar e faltam alguns ainda… bora tentar usar tudo 😌😌,2022-07-11 01:02:31+00:00,0,1,0,0,pos
919,1546298748703211520,Nanda 😡 29/45 (PAGANDO APOSTA),@alinezanini_ pede no ifood pow bem mais fácil kkkkkk,2022-07-11 01:02:05+00:00,0,1,0,0,pos
920,1546298725865295875,kai,descobri um lanche bonzão aqui do bairro pelo ifood e entrega rápido 🥴,2022-07-11 01:01:59+00:00,0,0,1,0,pos
921,1546298635989782528,🌜npɐɯ🌛,só queria um hambúrguer mas o ifood só tem cupom bosta,2022-07-11 01:01:38+00:00,0,0,0,0,neg
922,1546298633569685510,dua lipe,pedi o açaí no obba as e tá indo pra entrega agora ninguém atende e n cancelam o pedido @ifood eu to revoltada https t co wavrfjwl p,2022-07-11 01:01:37+00:00,0,7,17,0,pos
923,1546298624543449088,Ed,o entregador do ifood lindo todo roqueiro de all star 🤩,2022-07-11 01:01:35+00:00,0,1,3,0,pos
924,1546298567807193090,gabriela,rt @irisalmeida afim de comer uma batata ou um sushi e o ifood n para de me mandar mensagem falando das promoções 😩😩😩😩😩😩,2022-07-11 01:01:22+00:00,1,0,0,0,neg
925,1546298245684543488,SouzsaOficial💬,não tem uma&lt;&lt; coisa se quer que eu peça no ifood que não atrasa que ódio,2022-07-11 01:00:05+00:00,0,0,0,0,neg
926,1546297901869064198,O Croco,@futebolzueiropa deputado e ifood grande trabalhador,2022-07-11 00:58:43+00:00,0,1,1,0,pos
927,1546297840875585536,cadu,os restaurantes do @ifood tinham que começar e entender que no prazo previsto pra entrega o pedido deveria estar sendo entregue e não ainda sendo preparado tentativas cancelamentos toma no cu,2022-07-11 00:58:28+00:00,0,0,0,0,neg
928,1546297726450679809,raíssa ⚡️,queria um cupom no ifood 🥺,2022-07-11 00:58:01+00:00,0,0,0,0,pos
929,1546297670322556928,Halier,dez da noite e pedi um doce no ifood ai deus,2022-07-11 00:57:48+00:00,0,0,0,0,pos
930,1546297533869203457,📴,@luisggmello pow aí em sp no ifood tem o sushi por a peça é barato é tem qualidade melhor custo benefício que eu já tive sem meme https t co weiirflvxj,2022-07-11 00:57:15+00:00,0,1,2,0,neg
931,1546297523442155520,Arthur,@ifsoobs nunca mais pedirei ifood sasa,2022-07-11 00:57:13+00:00,0,0,0,0,pos
932,1546297359159664640,galera mulheres,acho que encontrei um novo vício no ifood,2022-07-11 00:56:33+00:00,0,0,0,0,pos
933,1546296768396201984,Jana Ribeiro 💚,@hamylenobre eu tô pedindo do boali ali no am shopping pelo ifood mas a entrega é meio cara pra cá só peço pq não tem outra opção mesmo então lá sempre salva,2022-07-11 00:54:13+00:00,0,0,1,0,neg
934,1546296328820559873,betinho,@annadenira @mcdonalds_br @ifood foda 🥺,2022-07-11 00:52:28+00:00,0,0,1,0,pos
935,1546296021814214661,julinha,rt @aconchegodavila estamos entregando pelo ifood também,2022-07-11 00:51:15+00:00,2,0,0,0,pos
936,1546295784102154240,Bruna tu já parou pra pensar?,cogitei ir nesse show só para não ficar ouvindo essa barulheira do meu quarto o jeito foi fechar a casa toda pedir ifood ligar o ar condicionado e colocar uma música pra abafar kkkkk q ódio se fosse do felipe ret eu nem ligaria,2022-07-11 00:50:18+00:00,0,1,1,0,neg
937,1546295745988497408,annadenira ®,viado o q tem de entregador de ifood fazendo ifode por aqui 🔥🔥🔥🤤🤤🤤,2022-07-11 00:50:09+00:00,0,1,2,0,pos
938,1546295580263170048,Zac 🦅 ッ,@jrrm_ @mcdonalds_br @ifood comigo não devolveram nada e ainda fizeram eu ir lá buscar … sou muito trouxa tenho até vergonha disso 🫶,2022-07-11 00:49:29+00:00,0,1,1,0,neg
939,1546295503066992640,lari,@fallencs paga meu ifood gastei toda minha grana pra pegar o seu adesivo @gaules,2022-07-11 00:49:11+00:00,0,0,0,0,neg
940,1546295314042310656,lage,domingo é o dia oficial do ifood,2022-07-11 00:48:26+00:00,0,0,0,0,pos
941,1546295230919593984,Fernando Carneiro,sera que o ifood entrega aquela cruzeirense aqui em casa?,2022-07-11 00:48:06+00:00,0,3,0,0,pos
942,1546295186908758018,Cupom de desconto | ofertas,rt @mirandajrrn impressionante o péssimo serviço oferecido pelo @ifood em natal as empresas não entregam os pedidos e simplesmente não…,2022-07-11 00:47:55+00:00,1,0,0,0,pos
943,1546295107074375681,ghos(thaci) 🌼,cupom de desconto cornershop by uber faça suas compras de mercado sem sair de casa com as primeiras entregas grátis! se cadastre pelo nosso link e aproveite os descontos exclusivos! https t co xilq vvc #uber #ubereats #ifood #mercado #rappi https t co rcorj muh,2022-07-11 00:47:36+00:00,0,0,0,0,pos
944,1546295097813344264,vickzão,motoqueiro do ifood buzina eu abro o portão tem mais três pessoas na frente das suas casas quem será o sortudo? não era a minha vez 🥲,2022-07-11 00:47:34+00:00,0,0,1,0,neg
945,1546294958587613184,sky !!,eu amo que o meu código de segurança do ifood termina com o número aí toda vez que o a entregador a pergunta eu falo os dois primeiros números pausa dramática de segundos treze,2022-07-11 00:47:01+00:00,0,1,2,0,pos
948,1546294781923528705,Yago,a sensação de êxtase por começar um anime novo bom me fez cometer loucuras no ifood pra acompanhar,2022-07-11 00:46:19+00:00,1,0,0,0,pos
949,1546294729809199104,Túlio 🧸🏳️‍🌈🇧🇷🌻🤎,comprei mocotó no ifood os caras mandaram o pix de volta nova aurora tá foda viu kkkkkk,2022-07-11 00:46:07+00:00,0,0,2,0,pos
950,1546294586527682560,Guilherme Bastilho 🦥,@ifood onde que inventaram essa regra de entregador não poder mais subir nos apartamentos ora se eu pago uma taxa de entrega em média r é porque eu não quero colocar uma roupa e ir até o restaurante lanchonete se é para deixar na portaria de qualquer jeito não cobre taxa,2022-07-11 00:45:32+00:00,0,0,0,0,neg
951,1546294400438964225,gabs,@annadenira @mcdonalds_br @ifood aconteceu esses dias comigo só q com o bk pedi dois combos e não veio os refri kkkk reclamei e me devolveram o dinheiro todo comi lanche de graça,2022-07-11 00:44:48+00:00,0,1,1,0,neg
952,1546294242020134914,mah campos▪︎💨,uma hora esperando o ifood pra notar que o pedido não havia sido finalizado 🤡🤡,2022-07-11 00:44:10+00:00,0,0,0,0,neg
953,1546294044380336132,o homem mais feliz do mundo,nada faz o coração da gnt palpitar tão rápido quanto uma notificação do ifood dizendo que o pedido saiu pra entrega,2022-07-11 00:43:23+00:00,0,2,0,1,pos
954,1546293993788637184,juu,fiquei apaixonada no motoboy do ifood entrei em contato com o restaurante e me passaram o instagram,2022-07-11 00:43:11+00:00,0,0,0,0,pos
955,1546293908233224192,𝖒𝖆𝖚𝖗𝖎𝖓𝖍𝖔,"@lowprofeio @tentajao viado uma vez pedi um ifood pra casa dela eu liguei desesperado pro lugar falando ""pelo amor de deus mano não toca essa campainha e fala 'entrega pro matheus'""",2022-07-11 00:42:51+00:00,0,0,2,0,neg
956,1546293902914772993,clara,ifood você me prometeu hora de espera só até meu pedido chegar e já deu h e meia to com fome infeeeeernoooo,2022-07-11 00:42:49+00:00,0,0,0,0,neg
957,1546293780516683778,Black summerzado 🌶,eu procurando alguma coisa pra comer no ifood cm reais na conta 🤡,2022-07-11 00:42:20+00:00,0,0,0,0,pos
958,1546293702947135488,cantora trambiqueira,pedi um açaí d ml por obrigada ifood,2022-07-11 00:42:02+00:00,0,1,0,0,pos
959,1546292793156542465,tuquinha,espero que a pessoa que tentou comprar no ifood com meu cartão morta queimada,2022-07-11 00:38:25+00:00,0,0,0,0,neg
960,1546292737321869312,Johnny Brito,descer pra pegar o ifood e dar de cara com o vizinho gato no elevador e eu parecendo aquelas mulheres de programa de acumuladores que não vê a luz do dia há dias porque tem medo de que a qualquer momento um familiar se aproveite de sua ausência para jogar toda a tralha fora,2022-07-11 00:38:11+00:00,0,0,5,0,neg
961,1546292269367627776,✨,@arrastepracima up sandubas no ifood na moral comi ontem duvidando e me surpreendi,2022-07-11 00:36:20+00:00,0,0,0,0,pos
962,1546292057572102147,MarceloFla,deus me livre um pedido de desculpas e um cupom decente pra agradar o cliente lesado né @ifood? te fode aí cliente otário,2022-07-11 00:35:29+00:00,0,1,0,0,neg
963,1546292053717532672,Pedro Sem Paio,eu só qria comer minha pizza de boa num domingo a noite agora já perdi um tempão passei stress o @ifood vai estornar o valor e emitir um crédito de r do cupom q eu tinha usado mas isso leva hr é o mínimo né? de resto eu q me foda continuo sem minha pizza 😡 https t co snhrpk rpv,2022-07-11 00:35:28+00:00,0,1,0,0,neg
964,1546292036596387840,Gleison Palma,acho que sou a única pessoa em itaóca que consegue pedir no ifood eu falo que peço e todo mundo fica espantado,2022-07-11 00:35:24+00:00,0,0,0,0,pos
965,1546292022385967104,realeza🍾,teve um jogo pelo carioqueta que o ifood fez um gol matheusinho abraçou o e foi questionar a torcida que até então estava vaiando o entregador a partir daquele momento vi que o matheusinho é marrento de merda além de ser bem fraquinho tecnicamente,2022-07-11 00:35:21+00:00,0,0,1,0,neg
966,1546291834506432514,DANI,eu to de parabéns hoje eu não comprei nada pelo ifood!,2022-07-11 00:34:36+00:00,0,0,1,0,pos
967,1546291727031476225,fada verde 🧚,@johnnybrito @ifood isso é mais comum que você imagina… o entregador hoje foi jantar a pizza que vc pediu,2022-07-11 00:34:11+00:00,0,0,1,0,pos
968,1546291626284388356,Renato,rt @psycleber ifood é a prova como monopólios são covardes,2022-07-11 00:33:47+00:00,3,0,0,0,pos
969,1546291601219239938,jujex,procurando milho no ifood,2022-07-11 00:33:41+00:00,0,0,0,0,pos
970,1546291570915295234,rn4🦸🏽‍♂️,bem q podia exigir um maconha express né tipo um ifood de maconha,2022-07-11 00:33:33+00:00,0,0,0,0,neg
971,1546291205369217024,sucuboparo,to procurando algo pra comer no ifood e lembrei aqui de uma pessima experiencia q gostaria de deixar registrada steak burgers do vieiralves tem um atendimento podre uma falta de respeito com o cliente q so por deus experiencia com o delivery so isso mesmo obrigada,2022-07-11 00:32:06+00:00,0,0,6,0,neg
972,1546291096556376065,pica paula,tudo caro nesse ifood tudo caro,2022-07-11 00:31:40+00:00,0,1,2,0,pos
973,1546291082413195265,Hellen,@acidezfeminina taty última vez q vi foi em hipermercados mas tem no mercado livre ou ifood mercado rs,2022-07-11 00:31:37+00:00,0,1,0,0,pos
974,1546291028713521152,Beatryz,como eu te odeio ifood,2022-07-11 00:31:24+00:00,0,0,0,0,pos
975,1546290994513051651,jurídico belle bellinha,pedi meu caju a mais de h mas nao bloqueei ele pq ainda quero pedir gostosuras no ifood estou vivendo no limite,2022-07-11 00:31:16+00:00,0,1,0,0,pos
976,1546290954700718085,aninha princesinha fofinha,minha distração de domingo tá sendo abrir o ifood e colocar várias coisas no carrinho avaliar o preço mas não comprar nada pq não tenho dinheiro,2022-07-11 00:31:06+00:00,0,0,1,0,neg
977,1546290697531187201,Blake’s Version 🧣,@ifood suporte ruim demora pra dar uma simples satisfação! olha triste,2022-07-11 00:30:05+00:00,0,0,1,0,pos
978,1546290690396676097,gabriella,eu absolutamente em todas as festas q fui esse ano menos a festa da madonna q começou deu e eu já tava no uber pedindo ifood p casa https t co q pbajpcy,2022-07-11 00:30:03+00:00,0,0,2,0,pos
979,1546290688333123586,Filipe de Andrade,chegou a hora do ifood de domingo,2022-07-11 00:30:03+00:00,0,0,0,0,pos
980,1546290559257612290,bianca,pus a foto da grazi de fundo de telefone pra repensar antes de toda compulsão e ifood…,2022-07-11 00:29:32+00:00,0,0,0,0,pos
982,1546290456639770625,Feb’sss,fiquei falando um tempão com a ifood sem parar… acho que estamos velhas,2022-07-11 00:29:08+00:00,0,1,1,0,pos
983,1546290439459901442,manu,@cbzinnnn n tenho ifood sou pobre,2022-07-11 00:29:04+00:00,0,1,0,0,pos
984,1546290377342197760,Duzoca 🐆,@johnnybrito @ifood é só com o restaurante mesmo quando aconteceu isso comigo o ifood não me deu o mínimo suporte,2022-07-11 00:28:49+00:00,0,0,2,0,pos
985,1546290368978755585,ary,@rafaelaanevess no ifood aqui de recheada só acho essa tal de batata rosti e ela tem uma cara tão ruim,2022-07-11 00:28:47+00:00,0,1,0,0,neg
986,1546290328415739904,fada do shampoo ex fiel,quase pedindo uma coca pelo ifood,2022-07-11 00:28:37+00:00,0,0,0,0,pos
987,1546290197976989696,Alishia,simplesmente no cu da zl de sp e no ifood só tem lanche de reais mas que porra mermao,2022-07-11 00:28:06+00:00,0,0,1,0,pos
988,1546290134496251904,helenilto Dos Santos (CRF),@viviane @flamengo ifood gratuito toda hora acha paciência!,2022-07-11 00:27:51+00:00,0,0,2,0,neg
989,1546289978724028418,Mateus Santos,tô meia hora procurando comida no ifood que bosta,2022-07-11 00:27:14+00:00,0,0,1,0,neg
990,1546289638729547776,Fabrício,alô @ifood tem como colocarem os créditos que comprei na minha conta? eu to com fome!,2022-07-11 00:25:53+00:00,0,0,0,0,pos
991,1546289566692392962,Geovanna com 2 ns',eu odeio as taxas de serviço do ifood é isso,2022-07-11 00:25:36+00:00,0,0,0,0,neg
992,1546289491731791873,BOCA DE 09 CARTAO CLONADO,@narutouniversoo 🚨cansado de comprar e não receber? vem comigo consultavel para compras na net e virada de saldo e as unidades apenas para compras na net shein ifood americanas uber entre outros tenho referencias 💳,2022-07-11 00:25:18+00:00,0,0,0,0,pos
993,1546289446991142915,MarcosMello.h 🧣,puta merda fiz um pedido no ifood o restaurante aceitou e só sumiu feliz 😀,2022-07-11 00:25:07+00:00,0,1,0,0,neg
994,1546289405438169090,M∆Y,não consigo decidir oq eu peço no ifood aí não peço nada 🤡,2022-07-11 00:24:57+00:00,0,1,0,0,neg
995,1546289375805308929,Rafael Vitaliano,puta vontade de comer macarrão acho que vou para a cozinha tá tarde mas é mais rápido que ifood,2022-07-11 00:24:50+00:00,0,0,0,0,pos
996,1546289373091618818,Lobinho (sem alcatéia) 🐺🌈,ôh @ifood porque vocês são péssimos no suporte ao cliente hein? fala sério!! 🤦🏾‍♂️🤦🏾‍♂️,2022-07-11 00:24:49+00:00,0,0,0,0,pos
